package_name,status,dependencies,resources
Opioid_CDC.tgz,passed,hl7.fhir.r4.core; hl7.fhir.uv.cpg,ig-r4; ImplementationGuide-fhir.cdc.opioid-cds-r4; Bundle-OpioidCDSREC01-bundle; Bundle-OpioidCDSREC02-bundle; Bundle-OpioidCDSREC03-bundle; Bundle-OpioidCDSREC04-bundle; Bundle-OpioidCDSREC04PatientView-bundle; Bundle-OpioidCDSREC05-bundle; Bundle-OpioidCDSREC06-bundle; Bundle-OpioidCDSREC07-bundle; Bundle-OpioidCDSREC08-bundle; Bundle-OpioidCDSREC09-bundle; Bundle-OpioidCDSREC10-bundle; Bundle-OpioidCDSREC10PatientView-bundle; Bundle-OpioidCDSREC11-bundle; Bundle-OpioidCDSREC11PatientView-bundle; Bundle-OpioidCDSREC12PatientView-bundle; ActivityDefinition-opioidcds-urine-screening-request; ActivityDefinition-opioidcds-risk-assessment-request; Device-cqf-tooling; Library-OpioidCDSREC09; Library-OpioidCDSREC04PatientView; Library-OpioidCDSREC10; Library-OpioidCDSREC11PatientView; Library-OpioidCDSREC07; Library-OpioidCDSREC01; Library-OpioidCDSREC08; Library-OpioidCDSCommonConfig; Library-OMTKLogicMK2020; Library-OpioidCDSREC05; Library-OpioidCDSREC02; Library-OMTKData2019; Library-OpioidCDSComm; Library-OpioidCDSREC12PatientView; Library-OpioidCDSREC04; Library-FHIR-ModelInf; Library-OpioidCDSREC11; Library-OpioidCDSREC06; Library-OMTKData2020; Library-OpioidCDSREC03; Library-OpioidCDSREC10PatientView; Library-FHIRHelper; Library-OMTKLogicMK2019; Library-OpioidCDSRoutine; PlanDefinition-opioidcds-01; PlanDefinition-opioidcds-06; PlanDefinition-opioidcds-10-patient-view; PlanDefinition-opioidcds-12-patient-view; PlanDefinition-opioidcds-07; PlanDefinition-opioidcds-11-patient-view; PlanDefinition-opioidcds-11; PlanDefinition-opioidcds-09; PlanDefinition-opioidcds-03; PlanDefinition-opioidcds-04; PlanDefinition-opioidcds-04-patient-view; PlanDefinition-opioidcds-05; PlanDefinition-opioidcds-08; PlanDefinition-opioidcds-10; PlanDefinition-opioidcds-02; CodeSystem-opioidcds-indicator; ValueSet-pain-management-procedure; ValueSet-hospice-procedure; ValueSet-buprenorphine-and-methadone-medicati; ValueSet-opioid-counseling-procedure; ValueSet-hospice-finding; ValueSet-opioid-misuse-disorder; ValueSet-naloxone-medicati; ValueSet-non-opioid-drug-urine-screening; ValueSet-opioid-drug-urine-screening; ValueSet-limited-life-expectancy-conditi; ValueSet-hospice-dispositi; ValueSet-conditions-documenting-substance-misuse; ValueSet-cdc-malignant-cancer-conditi; ValueSet-oncology-specialty-designati; ValueSet-conditions-likely-terminal-for-opioid-prescribing; ValueSet-urine-drug-screening-test; ValueSet-benzodiazepine-medicati; ValueSet-therapies-indicating-end-of-life-care; ValueSet-pain-treatment-pla; ValueSet-substance-misuse-behavioral-counseling; ValueSet-opioidcds-indicator; ValueSet-pdmp-data-reviewed-finding; ValueSet-2.16.840.1.113762.1.4.1108.15; ValueSet-opioid-analgesics-with-ambulatory-misuse-potential; ValueSet-opioid-misuse-assessment-procedure; ValueSet-extended-release-opioid-with-ambulatory-misuse-potential; ValueSet-pdmp-review-procedure; ValueSet-2.16.840.1.113883.3.464.1003.101.12.1001; Encounter-example-rec-08-on-benzodiazepine-prefetch; Encounter-example-rec-08-mme-less-than-fifty-context; Bundle-example-rec-04-long-acting-opioid; MedicationRequest-example-rec-11-benzo-trigger-with-opioid-prefetch; Bundle-example-rec-05-mme-greater-than-fifty; Encounter-example-rec-11-opioid-trigger-with-benzo-context; Observation-example-rec-10-unprescribed-opioids-prefetch-codeine; Encounter-example-rec-07-end-of-life-exclusion-prefetch; Encounter-example-rec-11-benzo-trigger-without-opioid-context; Bundle-example-rec-11-benzo-trigger-with-opioid; Patient-example-rec-10-not-missing-prescribed-opioid; Bundle-example-rec-03-false-due-to-discussion-within-90-day; Bundle-example-rec-07-risk-assessment; MedicationRequest-example-rec-07-six-of-past-ten-days-prefetch; Encounter-example-rec-10-illicit-drugs-prefetch; Patient-example-rec-11-opioid-trigger-with-benz; MedicationRequest-example-rec-07-sixtythree-of-past-ninety-days-prefetch; Encounter-example-rec-10-illicit-drugs-context; Patient-example-rec-08-substance-abuse; RequestGroup-example-opioidcd; Bundle-example-rec-08-on-benzodiazepine; Bundle-example-rec-07-six-of-past-ten-day; Patient-example-rec-04-opioid-with-abuse-potential; Encounter-example-rec-07-sixtytwo-of-past-ninety-days-context; Bundle-example-rec-11-opioid-trigger-with-benz; Patient-example-rec-07-risk-assessment; Bundle-example-rec-10-end-of-life-med-exclusi; Patient-example-rec-07-sixtytwo-of-past-ninety-day; Encounter-example-rec-07-seven-of-past-ten-days-prefetch; Patient-example-rec-11-benzo-trigger-with-opioid; Patient-example-rec-10-end-of-life-med-exclusi; MedicationRequest-example-rec-08-on-benzodiazepine-prefetch; Encounter-example-rec-04-not-long-acting-opioid-prefetch; MedicationRequest-example-rec-11-opioid-trigger-with-benzo-prefetch; MedicationRequest-example-rec-08-on-naloxone-prefetch; Bundle-example-rec-08-substance-abuse; Encounter-example-rec-10-not-missing-prescribed-opioids-context; Encounter-example-rec-10-no-screenings-context; Encounter-example-rec-11-benzo-trigger-with-opioid-prefetch; Encounter-example-rec-08-on-benzodiazepine-context; Patient-example-rec-11-opioid-trigger-without-benz; Encounter-example-rec-08-on-naloxone-context; Patient-example-rec-05-mme-greater-than-fifty; Patient-example-rec-07-seven-of-past-ten-day; Patient-example-rec-04-long-acting-opioid; Observation-example-rec-10-missing-prescribed-opioids-prefetch; Encounter-example-rec-11-opioid-trigger-with-benzo-prefetch; Bundle-example-rec-04-not-long-acting-opioid; Encounter-example-rec-07-sixtythree-of-past-ninety-days-context; Encounter-example-rec-07-sixtytwo-of-past-ninety-days-prefetch; Bundle-example-rec-04-opioid-with-abuse-potential; Bundle-example-rec-07-end-of-life-exclusi; Patient-example-rec-08-on-benzodiazepine; Encounter-example-rec-07-seven-of-past-ten-days-context; Bundle-example-rec-10-no-screening; Patient-example-rec-07-six-of-past-ten-day; Encounter-example-rec-07-end-of-life-exclusion-context; MedicationRequest-example-rec-07-sixtytwo-of-past-ninety-days-prefetch; Bundle-example-rec-10-illicit-drug; Bundle-example-rec-08-mme-less-than-fifty; Encounter-example-rec-08-mme-greater-than-fifty-context; Encounter-example-rec-08-substance-abuse-context; Bundle-example-rec-10-unprescribed-opioid; Observation-example-rec-10-unprescribed-opioids-prefetch-oxycodone; MedicationRequest-example-rec-10-no-screenings-prefetch; Encounter-example-rec-04-opioid-with-abuse-potential-context; Bundle-example-rec-06-criteria-valid; Bundle-example-rec-08-mme-greater-than-fifty; Encounter-example-rec-11-benzo-trigger-with-opioid-context; MedicationRequest-example-rec-07-seven-of-past-ten-days-prefetch; Encounter-example-rec-05-mme-greater-than-fifty-context; Patient-example-rec-10-unprescribed-opioid; Bundle-example-rec-03-true-make-recommendati; Bundle-example-rec-01-false-due-to-inpatient-opioid; Bundle-example-rec-08-on-naloxone; MedicationRequest-example-opioidcd; MedicationRequest-example-rec-10-unprescribed-opioids-prefetch; Encounter-example-rec-04-new-patient-context; Encounter-example-rec-10-unprescribed-opioids-prefetch; Patient-example-rec-10-no-screening; Bundle-example-rec-12-criteria-valid; Encounter-example-rec-07-six-of-past-ten-days-context; Bundle-example-rec-02-false-due-to-careplan-within-90-day; Bundle-example-rec-06-with-extended-release-for-27-day; Observation-example-rec-10-illicit-drugs-prefetch; Bundle-example-rec-04-new-patient; MedicationRequest-example-rec-10-illicit-drugs-prefetch; Procedure-example-rec-07-risk-assessment-prefetch; Patient-example-rec-10-illicit-drug; Patient-example-rec-08-on-naloxone; Encounter-example-rec-05-mme-less-than-fifty-context; Encounter-example-rec-10-end-of-life-med-exclusion-context; Encounter-example-rec-10-unprescribed-opioids-context; Patient-example-rec-08-mme-less-than-fifty; Bundle-example-rec-09-false-due-to-PDMP-review-within-90-day; Observation-example-rec-10-not-missing-prescribed-opioids-prefetch; MedicationRequest-example-rec-07-end-of-life-exclusion-prefetch; Encounter-example-rec-07-sixtythree-of-past-ninety-days-prefetch; Encounter-example-rec-07-risk-assessment-prefetch; Encounter-example-rec-04-not-long-acting-opioid-context; Patient-example-rec-08-mme-greater-than-fifty; Encounter-example-rec-10-not-missing-prescribed-opioids-prefetch; Patient-example-opioidcd; Bundle-example-rec-09-true-return-recommendati; MedicationRequest-example-rec-04-opioid-with-abuse-potential-prefetch; Patient-example-rec-04-not-long-acting-opioid; Patient-example-rec-05-mme-less-than-fifty; MedicationRequest-example-rec-04-long-acting-opioid-prefetch; Bundle-example-rec-07-sixtythree-of-past-ninety-day; Bundle-example-rec-07-seven-of-past-ten-day; Bundle-example-rec-12-criteria-invalid; MedicationRequest-example-rec-10-missing-prescribed-opioids-prefetch; Patient-example-rec-07-sixtythree-of-past-ninety-day; Bundle-example-rec-01-true-make-recommendati; Encounter-example-rec-11-opioid-trigger-without-benzo-context; Patient-example-rec-10-missing-prescribed-opioid; Observation-example-opioidcd; Encounter-example-rec-08-on-naloxone-prefetch; Encounter-example-rec-04-opioid-with-abuse-potential-prefetch; Bundle-example-rec-02-true-make-recommendati; Bundle-example-rec-11-opioid-trigger-without-benz; Bundle-example-rec-05-mme-less-than-fifty; Bundle-example-rec-10-not-missing-prescribed-opioid; Encounter-example-rec-07-risk-assessment-context; MedicationRequest-example-rec-04-not-long-acting-opioid-prefetch; Bundle-example-rec-11-benzo-trigger-without-opioid; Encounter-example-rec-04-long-acting-opioid-prefetch; MedicationRequest-example-rec-10-not-missing-prescribed-opioids-prefetch; Encounter-example-rec-04-long-acting-opioid-context; Encounter-example-rec-07-six-of-past-ten-days-prefetch; CarePlan-example-opioidcd; Bundle-example-rec-10-missing-prescribed-opioid; Encounter-example-rec-10-missing-prescribed-opioids-context; Encounter-example-rec-10-no-screenings-prefetch; Patient-example-rec-07-end-of-life-exclusi; Patient-example-rec-04-new-patient; Bundle-example-rec-07-sixtytwo-of-past-ninety-day; Patient-example-rec-11-benzo-trigger-without-opioid; Encounter-example-rec-10-missing-prescribed-opioids-prefetch; StructureDefinition-cdc-valueset-inclusion-criteria; StructureDefinition-cdc-valueset-dataelement-scope; StructureDefinition-cdc-requestgroup-action-indicator-manualSD; StructureDefinition-cdc-valueset-clinical-focu; StructureDefinition-cdc-valueset-exclusion-criteria; StructureDefinition-cdc-carepla; StructureDefinition-cdc-medicationrequest; StructureDefinition-cdc-observati; StructureDefinition-cdc-requestgroup-action-indicator; StructureDefinition-cdc-requestgroup; StructureDefinition-cdc-valueset
ElectronicCaseReporting.tgz,passed,hl7.fhir.r4.core; hl7.fhir.us.core; us.cdc.phinvads; us.nlm.vsac; hl7.fhir.us.vr-common-library; hl7.fhir.us.odh,ig-r4; ImplementationGuide-hl7.fhir.us.ecr; StructureDefinition-characteristics-of-home-environment; CodeSystem-codesystem-task-businessStatu; StructureDefinition-date-determined-extensi; StructureDefinition-date-recorded-extensi; StructureDefinition-disability-statu; CapabilityStatement-capabilitystatement-ecr; StructureDefinition-ecr-message-bundle; StructureDefinition-ecr-messageheader; ValueSet-valueset-ecr-messageheader-event; StructureDefinition-ecr-task; StructureDefinition-eicr-compositi; StructureDefinition-eicr-conditi; StructureDefinition-eicr-document-bundle; StructureDefinition-eicr-initiation-reason-extensi; StructureDefinition-eicr-initiation-type-extensi; StructureDefinition-eicr-servicerequest; StructureDefinition-eicr-trigger-code-flag-extensi; CapabilityStatement-capabilitystatement-ersd-client; CodeSystem-ersd-endpoint-connection-type; CodeSystem-ersd-jurisdiction-type; StructureDefinition-ersd-plandefiniti; StructureDefinition-ersd-specification-bundle; StructureDefinition-ersd-supplemental-bundle; CodeSystem-executabletask-type; ValueSet-2.16.840.1.113762.1.4.1099.24; CodeSystem-codesystem-messageHeader-event; StructureDefinition-postpartum-statu; StructureDefinition-pregnancy-outcome-observati; ValueSet-pregnancy-statu; StructureDefinition-pregnancy-status-observati; StructureDefinition-relates-to-extensi; StructureDefinition-rr-communicati; StructureDefinition-rr-determination-of-reportability-extensi; StructureDefinition-rr-determination-of-reportability-reason-extensi; StructureDefinition-rr-determination-of-reportability-rule-extensi; StructureDefinition-rr-eicr-processing-status-extensi; StructureDefinition-rr-eicr-processing-status-observati; StructureDefinition-rr-eicr-processing-status-reason-observati; StructureDefinition-rr-eicr-receipt-time-extensi; StructureDefinition-rr-external-resource-type-extensi; StructureDefinition-rr-location-relevance-extensi; StructureDefinition-rr-priority-extensi; StructureDefinition-rr-relevant-reportable-condition-plandefiniti; StructureDefinition-rr-responsible-agency-organizati; StructureDefinition-rr-responsible-agency-organization-extensi; StructureDefinition-rr-routing-entity-organizati; StructureDefinition-rr-routing-entity-organization-extensi; StructureDefinition-rr-rules-authoring-agency-organizati; StructureDefinition-rr-rules-authoring-agency-organization-extensi; StructureDefinition-therapeutic-medication-response-extensi; StructureDefinition-address-extensi; StructureDefinition-travel-history-observati; StructureDefinition-tribal-affiliation-extensi; StructureDefinition-us-ph-codesystem; StructureDefinition-us-ph-emergency-outbreak-informati; StructureDefinition-us-ph-encounter; StructureDefinition-us-ph-exposure-contact-informati; StructureDefinition-us-ph-locati; StructureDefinition-us-ph-organizati; StructureDefinition-us-ph-patient; StructureDefinition-us-ph-plandefiniti; StructureDefinition-us-ph-practitionerrole; StructureDefinition-us-ph-procedure; StructureDefinition-us-ph-valueset; ValueSet-valueset-ecr-task-businessstatu; StructureDefinition-us-ph-transportation-detail; ValueSet-us-ph-triggerdefinition-namedevent; CodeSystem-us-ph-triggerdefinition-namedevent; StructureDefinition-us-ph-codesystem-propertyBinding; StructureDefinition-us-ph-namedEventType; StructureDefinition-us-ph-specification-bundle; StructureDefinition-us-ph-usageWarning; StructureDefinition-us-ph-supplemental-bundle; CodeSystem-us-ph-usage-context-type; CodeSystem-us-ph-usage-context; StructureDefinition-us-ph-computablevalueset; StructureDefinition-us-ph-computablelibrary; StructureDefinition-us-ph-executablelibrary; StructureDefinition-us-ph-executablevalueset; StructureDefinition-us-ph-triggering-valueset; StructureDefinition-us-ph-triggering-valueset-library; StructureDefinition-us-ph-supplemental-valueset; StructureDefinition-us-ph-supplemental-valueset-library; StructureDefinition-us-ph-valueset-library; StructureDefinition-us-ph-alternativeExpressi; Parameters-expansion-parameters-ecr
CH:ATC.tgz,missing index.json,,
ArgoR4.tgz,missing index.json,,
PACIOCognitiveStatusImplementationGuide.tgz,passed,hl7.fhir.r4.core; hl7.fhir.us.core,ig-r4; ImplementationGuide-hl7.fhir.us.pacio-c; StructureDefinition-pacio-bc; StructureDefinition-pacio-cognition-qr; StructureDefinition-pacio-c; StructureDefinition-pacio-plcf; StructureDefinition-pacio-cs-dev; StructureDefinition-assistance-required; StructureDefinition-device-patient-used; CapabilityStatement-pacio-cap
PrimaryCarePracticetoPractice.tgz,missing mandatory manifest key,,
hl7.utg.template.tgz,passed,hl7.base.template,README.md; fig
PatientCorrectionsImplementationGuide.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-hl7.fhir.uv.patient-correcti; StructureDefinition-patient-correction-communicati; StructureDefinition-patient-correction-request
CodeXImplementationGuideICAREdata.tgz,missing mandatory manifest key,,
HL7FHIRNewZealandBaseImplementationGuide.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-hl7.fhir.nz.base; StructureDefinition-birth-place; StructureDefinition-building-name; StructureDefinition-condition-on-practice; StructureDefinition-dhb; StructureDefinition-domicile-code; StructureDefinition-edi-addre; StructureDefinition-educational-qualificati; StructureDefinition-funded-programme; StructureDefinition-information-source; StructureDefinition-long-term-conditi; StructureDefinition-nz-residency-statu; StructureDefinition-nz-citizenship; StructureDefinition-nz-ethnicity; StructureDefinition-nz-geocode; StructureDefinition-nzeps-long-term-medicati; StructureDefinition-nzeps-supply-period-rea; StructureDefinition-nzeps-unusual-dose-quantity; StructureDefinition-ph; StructureDefinition-registration-initial-date; StructureDefinition-registration-status-code; StructureDefinition-scope-of-practice; StructureDefinition-sex-at-birth; StructureDefinition-suburb
IHE_PHARM_Vaccination.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-ihe.fhir.pharm.vac; StructureDefinition-ihe-pharm-model-vaccinati; StructureDefinition-ihe-pharm-ext-administeredProduct; StructureDefinition-ihe-pharm-ext-medication-category; StructureDefinition-ihe-pharm-vaccinati; StructureDefinition-ihe-pharm-vaccine-medicati; StructureDefinition-ihe-pharm-ext-vaccination-originalorder; StructureDefinition-ihe-pharm-ext-vaccination-locati
Vital_Records_Birth_and_Fetal_Death_Reporting.tgz,passed,hl7.fhir.r4.core; hl7.fhir.us.core; us.cdc.phinvads; us.nlm.vsac; hl7.fhir.us.vr-common-library,ig-r4; ImplementationGuide-hl7.fhir.us.bfdr; StructureDefinition-Bundle-document-bfdr; CodeSystem-CodeSystem-messageheader-event-bfdr; StructureDefinition-Composition-coded-cause-of-fetal-death; StructureDefinition-Composition-coded-race-and-ethnicity; StructureDefinition-Composition-jurisdiction-fetal-death-report; StructureDefinition-Composition-jurisdiction-live-birth-report; StructureDefinition-Composition-provider-facility-fetal-death-report; StructureDefinition-Composition-provider-facility-live-birth-report; StructureDefinition-Composition-provider-fetal-death-report; StructureDefinition-Composition-provider-live-birth-report; StructureDefinition-Composition-provider-mothers-fetal-death-report; StructureDefinition-Composition-provider-mothers-live-birth-report; StructureDefinition-Condition-abnormal-condition-of-newbor; StructureDefinition-Condition-coded-initiating-fetal-death-cause-or-conditi; StructureDefinition-Condition-coded-other-fetal-death-cause-or-conditi; StructureDefinition-Condition-congenital-anomaly-of-newbor; StructureDefinition-Condition-fetal-death-cause-or-conditi; StructureDefinition-Condition-fetal-death-other-cause-or-conditi; StructureDefinition-Condition-fetal-presentati; StructureDefinition-Condition-infection-present-during-pregnancy; StructureDefinition-Condition-maternal-morbidity; StructureDefinition-Coverage-principal-payer-for-delivery; StructureDefinition-Encounter-birth; StructureDefinition-Encounter-maternity; Parameters-expansion-parameter; StructureDefinition-Extension-birth-certificate-file-number; StructureDefinition-Extension-birth-certificate-id; StructureDefinition-Extension-date-filed-by-registrar; StructureDefinition-Extension-date-received-by-registrar; StructureDefinition-Extension-fetal-death-report-file-number; StructureDefinition-Extension-fetal-death-report-id; StructureDefinition-Observation-autopsy-histological-exam-results-used; StructureDefinition-Observation-bridged-race; StructureDefinition-Observation-characteristic-of-labor-and-delivery; StructureDefinition-Observation-cigarette-smoking-before-during-pregnancy; StructureDefinition-Observation-date-of-first-prenatal-care-visit; StructureDefinition-Observation-date-of-last-live-birth; StructureDefinition-Observation-date-of-last-other-pregnancy-outcome; StructureDefinition-Observation-edit-flag-birthweight; StructureDefinition-Observation-edit-flag-estimate-of-gestati; StructureDefinition-Observation-edit-flag-fathers-date-of-birth; StructureDefinition-Observation-edit-flag-fathers-educati; StructureDefinition-Observation-edit-flag-mothers-date-of-birth; StructureDefinition-Observation-edit-flag-mothers-delivery-weight; StructureDefinition-Observation-edit-flag-mothers-educati; StructureDefinition-Observation-edit-flag-mothers-height; StructureDefinition-Observation-edit-flag-mothers-prepregnancy-weight; StructureDefinition-Observation-edit-flag-number-previous-cesarea; StructureDefinition-Observation-edit-flag-number-prenatal-care-visit; StructureDefinition-Observation-edit-flag-plurality; StructureDefinition-Observation-histological-placental-exam-performed; StructureDefinition-Observation-infant-breastfed-at-discharge; StructureDefinition-Observation-labor-trial-attempted; StructureDefinition-Observation-method-of-dispositi; StructureDefinition-Observation-mother-married-during-pregnancy; StructureDefinition-Observation-mother-received-wic-food; StructureDefinition-Observation-paternity-acknowledgement-signed; StructureDefinition-Observation-planned-to-deliver-at-home; StructureDefinition-Observation-ssn-requested-for-child; StructureDefinition-Observation-tabulated-ethnicity; StructureDefinition-Procedure-final-route-method-delivery; StructureDefinition-Procedure-obstetric; ValueSet-ValueSet-cigarette-smoking-before-during-pregnancy; CapabilityStatement-CapabilityStatement-bfdr
Argonaut Clinical Notes.tgz,missing index.json,,
XeHealthImplementationGuide.tgz,passed,hl7.fhir.r4.core; hl7.fhir.uv.ips,ig-r4; ImplementationGuide-hl7.eu.fhir.xeh; StructureDefinition-conformance-cen-ip; StructureDefinition-PersonName; StructureDefinition-LabelConcept; StructureDefinition-Patient; StructureDefinition-Composition-ips-xeh; StructureDefinition-Patient-eu-xeh; StructureDefinition-Practitioner-eu-xeh; StructureDefinition-Composition-HDR-xeh; StructureDefinition-Observation-results-radiology-eu-xeh; StructureDefinition-Observation-results-laboratory-eu-xeh; StructureDefinition-Organization-eu-xeh; StructureDefinition-DiagnosticReport-eu-xeh; StructureDefinition-Observation-results-eu-xeh; StructureDefinition-Observation-results-pathology-eu-xeh; StructureDefinition-PractitionerRole-eu-xeh; StructureDefinition-Composition-hcer-xeh; CodeSystem-conformance-cen-ip; ValueSet-conformance-cen-ip
STICDS.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-fhir.who.sti-cd; CodeSystem-extended-content-code; ValueSet-counseling-recommendations-value; ValueSet-clinical-exam-type-value; ValueSet-sti-treatment-recommendation-value; ValueSet-drug-form-value; ValueSet-sti-condition-type-value; ValueSet-external-genital-exam-value; ValueSet-hiv-positive-counseling-value; ValueSet-diagnosis-value; ValueSet-stage-of-syphilis-condition-value; ValueSet-sti-medications-value; ValueSet-route-of-administration-value; ValueSet-history-of-stis-value; ValueSet-partner-hiv-status-value; ValueSet-reported-symptoms-value; ValueSet-drug-warnings-value; ValueSet-screening-type-value; ValueSet-method-of-diagnosis-value; ValueSet-speculum-exam-results-value; ValueSet-sti-care-recommendation-value; ValueSet-clinical-status-value; ValueSet-bimanual-exam-value; ValueSet-test-status-value; ValueSet-type-of-treatment-value; StructureDefinition-consenttocontact; StructureDefinition-warning; StructureDefinition-treatmenttype; StructureDefinition-sticonditiontype; StructureDefinition-contactneeded; StructureDefinition-who-sti-condition-hiv; StructureDefinition-who-sti-condition-diagnosi; StructureDefinition-who-sti-observation-recent-abortion-or-miscarriage; StructureDefinition-who-sti-observation-disease-exposure; StructureDefinition-who-sti-observation-recent-syphilis-treatment; StructureDefinition-who-sti-observation-external-genital-examinati; StructureDefinition-who-sti-observation-past-sti-treatment; StructureDefinition-who-sti-observation-partner-symptom; StructureDefinition-who-sti-medicationadministrati; StructureDefinition-who-sti-condition-sti-history; StructureDefinition-who-sti-observation-speculum-examinati; StructureDefinition-who-sti-observation-partner-hiv-statu; StructureDefinition-who-sti-observation-sti-screening; StructureDefinition-who-sti-observation-current-sti-treatment; StructureDefinition-who-sti-observation-increased-sti-risk; StructureDefinition-who-sti-procedure-service-provided; StructureDefinition-who-sti-observation-syphilis-stage; StructureDefinition-who-sti-medicati; StructureDefinition-who-sti-careplan-recommendati; StructureDefinition-who-sti-patient; StructureDefinition-who-sti-observation-reported-symptom; StructureDefinition-who-sti-medicationstatement-medication-history; StructureDefinition-who-sti-specime; StructureDefinition-who-sti-observation-lgv-follow-up; StructureDefinition-who-sti-observation-signs-of-fever; StructureDefinition-who-sti-observation-risk-assessment; StructureDefinition-who-sti-observation-signs-of-shock; StructureDefinition-who-sti-medicationstatement-current-medicati; StructureDefinition-who-sti-communication-partner; StructureDefinition-who-sti-observation-trauma-history
